iter	Passed	Remaining
217	3642	330568
218	3655	330224
219	3670	329993
220	3686	329923
221	3700	329712
222	3715	329540
223	3729	329278
224	3744	329092
225	3760	329009
226	3778	329091
227	3792	328860
228	3806	328599
229	3821	328481
230	3837	328416
231	3851	328211
232	3867	328065
233	3883	328039
234	3897	327772
235	3911	327600
236	3928	327622
237	3942	327367
238	3956	327163
239	3969	326836
240	3982	326516
241	3996	326314
242	4011	326179
243	4030	326345
244	4046	326256
245	4060	326061
246	4077	326081
247	4094	326073
248	4110	326047
249	4128	326115
250	4146	326258
251	4163	326240
252	4181	326374
253	4202	326729
254	4220	326777
255	4234	326566
256	4248	326359
257	4264	326308
258	4284	326551
259	4301	326553
260	4321	326820
261	4338	326817
262	4352	326635
263	4372	326853
264	4388	326821
265	4411	327283
266	4429	327385
267	4451	327779
268	4467	327683
269	4486	327853
270	4502	327750
271	4516	327614
272	4535	327761
273	4551	327641
274	4567	327610
275	4583	327550
276	4599	327472
277	4617	327572
278	4636	327710
279	4654	327822
280	4675	328107
281	4692	328139
282	4711	328226
283	4725	328050
284	4740	327920
285	4757	327948
286	4772	327805
287	4791	327978
288	4809	328020
289	4826	328051
290	4842	327958
291	4860	328019
292	4878	328139
293	4893	327988
294	4911	328085
295	4929	328135
296	4948	328281
297	4965	328304
298	4980	328163
299	4996	328087
300	5011	327994
301	5032	328247
302	5046	328064
303	5063	328041
304	5077	327842
305	5091	327701
306	5106	327575
307	5123	327557
308	5140	327562
309	5160	327749
310	5174	327587
311	5192	327691
312	5207	327549
313	5227	327729
314	5244	327720
315	5263	327855
316	5281	327910
317	5296	327817
318	5315	327935
319	5330	327824
320	5348	327891
321	5363	327760
322	5377	327614
323	5392	327494
324	5412	327665
325	5427	327557
326	5442	327421
327	5457	327321
328	5478	327540
329	5498	327717
330	5516	327800
331	5531	327678
332	5545	327531
333	5559	327361
334	5577	327406
335	5592	327305
336	5608	327218
337	5625	327263
338	5643	327331
339	5661	327369
340	5681	327547
341	5697	327518
342	5713	327429
343	5729	327377
344	5744	327298
345	5762	327307
346	5781	327428
347	5796	327332
348	5811	327238
349	5828	327234
350	5843	327093
351	5860	327115
352	5874	326984
353	5892	327030
354	5907	326921
355	5924	326902
356	5938	326749
357	5952	326582
358	5970	326625
359	5986	326600
360	6002	326556
361	6020	326618
362	6037	326610
363	6052	326493
364	6066	326342
365	6080	326172
366	6093	325990
367	6107	325839
368	6120	325625
369	6139	325745
370	6153	325593
371	6170	325558
372	6185	325471
373	6201	325424
374	6220	325516
375	6234	325404
376	6251	325404
377	6267	325350
378	6281	325204
379	6294	325020
380	6309	324900
381	6325	324833
382	6347	325094
383	6362	324999
384	6378	324950
385	6394	324940
386	6409	324823
387	6424	324740
388	6438	324582
389	6452	324468
390	6471	324567
391	6489	324618
392	6505	324585
393	6524	324656
394	6538	324509
395	6551	324346
396	6564	324146
397	6580	324087
398	6596	324073
399	6610	323890
400	6624	323796
401	6639	323664
402	6654	323591
403	6672	323634
404	6686	323505
405	6705	323594
406	6722	323622
407	6738	323595
408	6755	323597
409	6771	323522
410	6786	323477
411	6801	323366
412	6817	323341
413	6833	323280
414	6854	323473
415	6875	323670
416	6894	323781
417	6913	323875
418	6930	323893
419	6947	323883
420	6962	323790
421	6979	323808
422	6995	323773
423	7013	323790
424	7027	323665
425	7044	323662
426	7063	323799
427	7081	323841
428	7100	323912
429	7120	324063
430	7134	323932
431	7153	324007
432	7166	323867
433	7184	323876
434	7200	323869
435	7215	323760
436	7231	323727
437	7246	323659
438	7262	323597
439	7278	323570
440	7294	323508
441	7312	323566
442	7331	323677
443	7352	323823
444	7371	323926
445	7388	323917
446	7402	323820
447	7418	323783
448	7433	323679
449	7450	323704
450	7464	323560
451	7480	323523
452	7496	323477
453	7513	323459
454	7528	323392
455	7546	323453
456	7561	323355
457	7579	323392
458	7597	323466
459	7615	323493
460	7631	323461
461	7649	323494
462	7667	323541
463	7689	323764
464	7709	323876
465	7724	323819
466	7741	323791
467	7756	323706
468	7770	323586
469	7787	323594
470	7804	323614
471	7821	323593
472	7842	323765
473	7859	323747
474	7875	323722
475	7893	323773
476	7911	323802
477	7929	323851
478	7945	323792
479	7961	323784
480	7978	323760
481	7993	323666
482	8009	323662
483	8024	323548
484	8043	323627
485	8061	323674
486	8076	323605
487	8094	323627
488	8112	323670
489	8127	323599
490	8145	323650
491	8160	323558
492	8178	323602
493	8196	323641
494	8209	323494
495	8226	323496
496	8243	323496
497	8256	323318
498	8270	323212
499	8285	323148
500	8301	323112
501	8316	323018
502	8330	322895
503	8343	322747
504	8357	322614
505	8373	322588
506	8388	322517
507	8405	322538
508	8419	322390
509	8433	322276
510	8446	322127
511	8462	322111
512	8477	322018
513	8490	321885
514	8506	321842
515	8524	321879
516	8541	321894
517	8558	321895
518	8573	321802
519	8590	321823
520	8606	321785
521	8624	321801
522	8638	321711
523	8654	321686
524	8671	321664
525	8689	321704
526	8703	321612
527	8722	321668
528	8740	321695
529	8756	321674
530	8774	321711
531	8793	321804
532	8814	321941
533	8836	322126
534	8856	322239
535	8873	322226
536	8892	322297
537	8908	322276
538	8926	322301
539	8944	322332
540	8960	322290
541	8978	322324
542	8996	322381
543	9015	322451
544	9031	322395
545	9052	322534
546	9075	322754
547	9095	322844
548	9111	322813
549	9128	322806
550	9146	322866
551	9167	322987
552	9182	322927
553	9201	322983
554	9219	323011
555	9234	322946
556	9253	323008
557	9273	323116
558	9293	323223
559	9312	323275
560	9329	323276
561	9348	323337
562	9364	323314
563	9384	323402
564	9404	323482
565	9421	323502
566	9441	323575
567	9457	323568
568	9473	323524
569	9487	323421
570	9506	323487
571	9523	323465
572	9541	323505
573	9557	323470
574	9576	323506
575	9592	323477
576	9612	323575
577	9630	323616
578	9649	323678
579	9668	323739
580	9684	323695
581	9700	323641
582	9718	323682
583	9734	323640
584	9750	323612
585	9767	323604
586	9786	323645
587	9805	323723
588	9828	323890
589	9847	323974
590	9866	324026
591	9883	324017
592	9902	324068
593	9919	324083
594	9937	324102
595	9957	324188
596	9978	324294
597	9994	324266
598	10011	324254
599	10029	324282
600	10052	324464
601	10072	324560
602	10093	324675
603	10113	324784
604	10132	324830
605	10148	324798
606	10165	324774
607	10183	324787
608	10199	324757
609	10213	324670
610	10228	324577
611	10244	324557
612	10260	324518
613	10280	324575
614	10295	324531
615	10313	324532
616	10331	324567
617	10348	324557
618	10363	324486
619	10382	324521
620	10400	324571
621	10418	324580
622	10436	324590
623	10451	324539
624	10468	324532
625	10486	324551
626	10504	324558
627	10522	324579
628	10539	324579
629	10558	324638
630	10578	324724
631	10595	324714
632	10613	324720
633	10630	324730
634	10650	324796
635	10670	324876
636	10687	324872
637	10705	324890
638	10723	324913
639	10741	324931
640	10757	324885
641	10775	324898
642	10791	324855
643	10805	324763
644	10824	324805
645	10840	324786
646	10857	324773
647	10873	324737
648	10889	324685
649	10908	324726
650	10925	324716
651	10943	324753
652	10959	324711
653	10978	324757
654	11000	324899
655	11017	324886
656	11034	324861
657	11050	324821
658	11066	324787
659	11085	324841
660	11105	324925
661	11125	324990
662	11143	325001
663	11160	325012
664	11178	325019
665	11198	325093
666	11216	325097
667	11234	325130
668	11253	325177
669	11270	325154
670	11287	325142
671	11302	325076
672	11317	325003
673	11335	325040
674	11356	325124
675	11374	325148
676	11390	325110
677	11407	325101
678	11424	325071
679	11443	325142
680	11463	325205
681	11480	325186
682	11498	325217
683	11512	325123
684	11527	325055
685	11545	325053
686	11565	325137
687	11582	325131
688	11597	325050
689	11615	325059
690	11631	325024
691	11649	325030
692	11663	324956
693	11682	325000
694	11701	325036
695	11719	325047
696	11738	325100
697	11757	325144
698	11778	325224
699	11797	325270
700	11813	325226
701	11831	325248
702	11849	325275
703	11868	325315
704	11885	325303
705	11905	325365
706	11923	325375
707	11940	325364
708	11957	325345
709	11973	325308
710	11993	325364
711	12012	325407
712	12029	325399
713	12048	325443
714	12065	325419
715	12085	325499
716	12105	325562
717	12126	325658
718	12145	325706
719	12165	325762
720	12180	325698
721	12198	325719
722	12216	325711
723	12231	325653
724	12250	325695
725	12268	325716
726	12285	325687
727	12301	325654
728	12320	325694
729	12340	325750
730	12364	325933
731	12385	326019
732	12402	326003
733	12421	326028
734	12437	325999
735	12455	326005
736	12471	325974
737	12488	325964
738	12504	325923
739	12521	325891
740	12536	325819
741	12550	325742
742	12567	325721
743	12585	325727
744	12601	325694
745	12617	325647
746	12636	325678
747	12650	325599
748	12667	325584
749	12686	325619
750	12704	325636
751	12725	325708
752	12742	325712
753	12762	325762
754	12782	325824
755	12797	325768
756	12813	325726
757	12831	325717
758	12845	325648
759	12865	325690
760	12882	325674
761	12899	325675
762	12917	325691
763	12932	325617
764	12953	325701
765	12972	325744
766	12988	325705
767	13004	325645
768	13019	325586
769	13038	325623
770	13055	325619
771	13073	325628
772	13089	325570
773	13104	325507
774	13122	325514
775	13140	325521
776	13155	325479
777	13175	325518
778	13191	325480
779	13209	325489
780	13223	325405
781	13237	325308
782	13253	325269
783	13270	325254
784	13287	325256
785	13305	325265
786	13321	325227
787	13340	325250
788	13358	325258
789	13372	325177
790	13387	325100
791	13404	325092
792	13422	325106
793	13439	325092
794	13456	325073
795	13470	324974
796	13484	324899
797	13501	324877
798	13519	324895
799	13534	324835
800	13550	324780
801	13568	324807
802	13582	324710
803	13599	324686
804	13613	324613
805	13629	324567
806	13645	324539
807	13662	324510
808	13678	324474
809	13694	324436
810	13707	324334
811	13722	324276
812	13736	324188
813	13752	324135
814	13767	324076
815	13784	324078
816	13800	324028
817	13817	324007
818	13829	323888
819	13846	323873
820	13864	323891
821	13878	323807
822	13895	323779
823	13911	323752
824	13927	323703
825	13940	323613
826	13954	323528
827	13971	323511
828	13988	323483
829	14004	323463
830	14020	323423
831	14035	323346
832	14051	323318
833	14064	323220
834	14081	323197
835	14096	323133
836	14111	323083
837	14128	323063
838	14146	323083
839	14163	323071
840	14177	322979
841	14197	323029
842	14215	323046
843	14231	323004
844	14251	323056
845	14269	323081
846	14287	323087
847	14307	323137
848	14325	323142
849	14341	323100
850	14356	323053
851	14372	323009
852	14390	323026
853	14408	323026
854	14427	323056
855	14445	323057
856	14463	323084
857	14479	323040
858	14494	322980
859	14512	322985
860	14529	322971
861	14548	322992
862	14566	323012
863	14586	323056
864	14603	323048
865	14622	323089
866	14640	323076
867	14657	323064
868	14674	323050
869	14692	323055
870	14709	323044
871	14728	323092
872	14745	323065
873	14760	323010
874	14776	322980
875	14794	322978
876	14815	323044
877	14835	323094
878	14853	323103
879	14870	323103
880	14886	323056
881	14901	322998
882	14919	323000
883	14933	322926
884	14947	322846
885	14961	322772
886	14974	322679
887	14992	322667
888	15009	322669
889	15028	322695
890	15045	322667
891	15059	322606
892	15078	322629
893	15093	322573
894	15110	322553
895	15125	322497
896	15142	322474
897	15162	322528
898	15179	322513
899	15195	322491
900	15212	322464
901	15230	322466
902	15243	322382
903	15261	322376
904	15275	322308
905	15293	322305
906	15314	322378
907	15332	322381
908	15346	322318
909	15361	322253
910	15378	322230
911	15396	322250
912	15413	322228
913	15427	322154
914	15445	322151
915	15462	322152
916	15481	322168
917	15501	322227
918	15522	322283
919	15539	322282
920	15555	322238
921	15578	322357
922	15598	322392
923	15619	322471
924	15646	322657
925	15665	322692
926	15685	322730
927	15703	322738
928	15721	322738
929	15740	322764
930	15757	322750
931	15777	322794
932	15792	322748
933	15810	322738
934	15828	322752
935	15847	322769
936	15866	322792
937	15883	322783
938	15901	322785
939	15920	322803
940	15934	322735
941	15948	322650
942	15965	322647
943	15982	322628
944	15998	322591
945	16014	322564
946	16032	322558
947	16048	322530
948	16064	322493
949	16078	322409
950	16095	322392
951	16110	322343
952	16125	322296
953	16142	322278
954	16157	322223
955	16174	322203
956	16190	322164
957	16207	322145
958	16223	322118
959	16240	322101
960	16257	322088
961	16273	322055
962	16286	321956
963	16302	321918
964	16319	321913
965	16336	321884
966	16354	321896
967	16372	321911
968	16389	321885
969	16406	321866
970	16423	321851
971	16436	321772
972	16454	321761
973	16472	321770
974	16490	321774
975	16508	321777
976	16524	321752
977	16541	321736
978	16558	321710
979	16573	321662
980	16594	321726
981	16613	321753
982	16632	321767
983	16648	321743
984	16665	321724
985	16682	321702
986	16698	321668
987	16717	321686
988	16733	321663
989	16749	321633
990	16766	321617
991	16780	321540
992	16797	321523
993	16814	321511
994	16829	321451
995	16846	321441
996	16861	321391
997	16878	321376
998	16895	321355
999	16912	321341
1000	16930	321338
1001	16943	321257
1002	16960	321236
1003	16974	321167
1004	16993	321177
1005	17010	321179
1006	17028	321166
1007	17040	321070
1008	17054	320996
1009	17071	320971
1010	17087	320950
1011	17104	320936
1012	17117	320836
1013	17135	320842
1014	17148	320758
1015	17166	320752
1016	17183	320734
1017	17200	320723
1018	17214	320663
1019	17230	320619
1020	17249	320646
1021	17270	320700
1022	17289	320717
1023	17302	320644
1024	17316	320562
1025	17332	320538
1026	17347	320481
1027	17360	320398
1028	17376	320363
1029	17390	320279
1030	17405	320230
1031	17419	320175
1032	17435	320139
1033	17454	320152
1034	17470	320126
1035	17487	320111
1036	17502	320059
1037	17521	320080
1038	17537	320041
1039	17554	320027
1040	17571	320011
1041	17589	320014
1042	17606	320006
1043	17623	319984
1044	17639	319952
1045	17655	319922
1046	17668	319829
1047	17681	319743
1048	17697	319712
1049	17714	319696
1050	17732	319700
1051	17747	319665
1052	17765	319669
1053	17783	319665
1054	17797	319588
1055	17813	319560
1056	17826	319481
1057	17841	319418
1058	17857	319391
1059	17871	319326
1060	17887	319300
1061	17904	319279
1062	17921	319270
1063	17937	319238
1064	17951	319157
1065	17964	319077
1066	17982	319081
1067	17998	319059
1068	18016	319054
1069	18033	319044
1070	18050	319023
1071	18065	318985
1072	18087	319043
1073	18105	319049
1074	18122	319036
1075	18140	319039
1076	18158	319054
1077	18174	319018
1078	18196	319080
1079	18213	319073
1080	18230	319061
1081	18247	319043
1082	18261	318978
1083	18275	318911
1084	18294	318923
1085	18312	318934
1086	18331	318946
1087	18347	318922
1088	18366	318951
1089	18386	318972
1090	18402	318949
1091	18420	318957
1092	18436	318912
1093	18454	318914
1094	18473	318942
1095	18489	318908
1096	18508	318936
1097	18527	318957
1098	18543	318926
1099	18562	318935
1100	18582	318981
1101	18599	318966
1102	18615	318934
1103	18637	318990
1104	18655	319009
1105	18671	318970
1106	18692	319027
1107	18710	319016
1108	18732	319096
1109	18750	319095
1110	18771	319142
1111	18789	319154
1112	18807	319159
1113	18830	319233
1114	18849	319252
1115	18864	319214
1116	18885	319253
1117	18906	319319
1118	18927	319365
1119	18943	319338
1120	18962	319354
1121	18982	319386
1122	19000	319388
1123	19020	319422
1124	19038	319426
1125	19057	319447
1126	19076	319455
1127	19095	319481
1128	19114	319501
1129	19133	319508
1130	19147	319450
1131	19164	319422
1132	19181	319413
1133	19199	319411
1134	19217	319424
1135	19236	319435
1136	19256	319462
1137	19272	319429
1138	19289	319423
1139	19308	319430
1140	19322	319367
1141	19339	319358
1142	19355	319316
1143	19372	319301
1144	19386	319244
1145	19405	319252
1146	19425	319296
1147	19441	319264
1148	19459	319256
1149	19474	319211
1150	19488	319150
1151	19503	319106
1152	19522	319108
1153	19536	319058
1154	19550	318988
1155	19567	318964
1156	19584	318961
1157	19600	318922
1158	19617	318902
1159	19634	318892
1160	19651	318873
1161	19669	318877
1162	19684	318820
1163	19702	318820
1164	19716	318757
1165	19732	318738
1166	19751	318756
1167	19771	318779
1168	19789	318782
1169	19808	318798
1170	19826	318799
1171	19844	318802
1172	19861	318787
1173	19881	318810
1174	19896	318769
1175	19911	318714
1176	19930	318728
1177	19943	318659
1178	19963	318680
1179	19978	318638
1180	19996	318634
1181	20015	318649
1182	20033	318649
1183	20049	318630
1184	20067	318617
1185	20085	318619
1186	20102	318616
1187	20118	318582
1188	20136	318584
1189	20152	318547
1190	20168	318511
1191	20185	318504
1192	20203	318500
1193	20221	318491
1194	20239	318495
1195	20255	318462
1196	20272	318445
1197	20288	318423
1198	20303	318374
1199	20320	318359
1200	20334	318297
1201	20354	318330
1202	20372	318323
1203	20392	318348
1204	20409	318343
1205	20429	318363
1206	20448	318380
1207	20463	318330
1208	20480	318313
1209	20497	318299
1210	20514	318288
1211	20531	318275
1212	20548	318256
1213	20565	318245
1214	20582	318217
1215	20598	318187
1216	20617	318204
1217	20634	318191
1218	20649	318145
1219	20665	318107
1220	20681	318079
1221	20694	318011
1222	20711	317988
1223	20724	317912
1224	20740	317886
1225	20757	317860
1226	20770	317785
1227	20786	317750
1228	20801	317710
1229	20815	317652
1230	20829	317583
1231	20845	317561
1232	20862	317543
1233	20879	317524
1234	20893	317462
1235	20908	317409
1236	20925	317398
1237	20943	317397
1238	20957	317338
1239	20971	317276
1240	20988	317261
1241	21005	317246
1242	21022	317227
1243	21039	317214
1244	21055	317184
1245	21069	317118
1246	21086	317102
1247	21102	317083
1248	21120	317076
1249	21138	317077
1250	21154	317040
1251	21171	317029
1252	21187	316994
1253	21204	316987
1254	21220	316957
1255	21235	316904
1256	21252	316899
1257	21265	316816
1258	21281	316790
1259	21294	316719
1260	21310	316677
1261	21324	316623
1262	21340	316592
1263	21358	316585
1264	21371	316521
1265	21388	316500
1266	21403	316458
1267	21420	316445
1268	21438	316438
1269	21456	316434
1270	21470	316380
1271	21487	316368
1272	21506	316376
1273	21523	316369
1274	21541	316370
1275	21563	316429
1276	21583	316443
1277	21602	316469
1278	21620	316463
1279	21635	316425
1280	21650	316371
1281	21669	316383
1282	21690	316431
1283	21709	316437
1284	21726	316429
1285	21746	316454
1286	21765	316477
1287	21782	316460
1288	21802	316489
1289	21818	316449
1290	21832	316392
1291	21852	316423
1292	21868	316386
1293	21883	316350
1294	21903	316376
1295	21925	316426
1296	21943	316432
1297	21958	316389
1298	21976	316379
1299	21995	316399
1300	22014	316411
1301	22030	316385
1302	22048	316375
1303	22068	316400
1304	22086	316405
1305	22104	316397
1306	22119	316351
1307	22134	316318
1308	22153	316322
1309	22170	316306
1310	22183	316240
1311	22199	316209
1312	22215	316173
1313	22230	316132
1314	22247	316123
1315	22265	316113
1316	22284	316123
1317	22301	316113
1318	22317	316085
1319	22332	316044
1320	22349	316023
1321	22364	315972
1322	22381	315962
1323	22398	315952
1324	22418	315967
1325	22435	315958
1326	22452	315948
1327	22470	315934
1328	22488	315931
1329	22505	315922
1330	22521	315893
1331	22538	315877
1332	22554	315845
1333	22570	315823
1334	22585	315769
1335	22601	315738
1336	22617	315711
1337	22635	315718
1338	22652	315691
1339	22666	315633
1340	22680	315586
1341	22698	315579
1342	22716	315572
1343	22732	315552
1344	22750	315551
1345	22770	315569
1346	22788	315566
1347	22805	315559
1348	22823	315557
1349	22838	315512
1350	22856	315503
1351	22876	315529
1352	22896	315555
1353	22916	315585
1354	22934	315581
1355	22953	315590
1356	22973	315617
1357	22992	315624
1358	23009	315612
1359	23026	315604
1360	23045	315613
1361	23064	315617
1362	23082	315613
1363	23099	315606
1364	23117	315595
1365	23136	315610
1366	23154	315614
1367	23173	315618
1368	23191	315622
1369	23210	315627
1370	23227	315613
1371	23245	315609
1372	23262	315600
1373	23278	315570
1374	23297	315568
1375	23311	315520
1376	23327	315482
1377	23345	315489
1378	23363	315485
1379	23380	315471
1380	23398	315461
1381	23416	315459
1382	23433	315450
1383	23450	315427
1384	23469	315443
1385	23486	315424
1386	23501	315378
1387	23517	315355
1388	23533	315316
1389	23550	315304
1390	23565	315262
1391	23581	315239
1392	23599	315228
1393	23619	315251
1394	23638	315267
1395	23654	315237
1396	23672	315231
1397	23692	315249
1398	23710	315255
1399	23727	315241
1400	23745	315239
1401	23760	315194
1402	23776	315161
1403	23792	315135
1404	23811	315145
1405	23828	315129
1406	23848	315146
1407	23864	315123
1408	23882	315114
1409	23898	315087
1410	23916	315079
1411	23932	315050
1412	23945	314989
1413	23962	314972
1414	23977	314920
1415	23989	314849
1416	24005	314821
1417	24024	314819
1418	24041	314804
1419	24058	314793
1420	24076	314788
1421	24093	314771
1422	24110	314752
1423	24126	314725
1424	24143	314706
1425	24159	314684
1426	24175	314659
1427	24191	314631
1428	24209	314615
1429	24226	314607
1430	24242	314580
1431	24256	314520
1432	24273	314500
1433	24292	314509
1434	24310	314513
1435	24325	314470
1436	24342	314454
1437	24359	314432
1438	24374	314392
1439	24387	314333
1440	24404	314314
1441	24423	314327
1442	24438	314279
1443	24452	314220
1444	24468	314201
1445	24485	314178
1446	24501	314147
1447	24517	314123
1448	24537	314139
1449	24554	314126
1450	24574	314155
1451	24592	314145
1452	24606	314090
1453	24623	314075
1454	24639	314044
1455	24656	314030
1456	24672	314003
1457	24688	313976
1458	24705	313957
1459	24723	313949
1460	24737	313895
1461	24755	313893
1462	24772	313875
1463	24788	313851
1464	24807	313864
1465	24824	313844
1466	24842	313845
1467	24859	313819
1468	24873	313774
1469	24891	313772
1470	24911	313788
1471	24929	313785
1472	24947	313783
1473	24966	313794
1474	24986	313808
1475	25004	313806
1476	25022	313806
1477	25041	313814
1478	25060	313817
1479	25080	313850
1480	25102	313885
1481	25126	313957
1482	25142	313938
1483	25159	313921
1484	25177	313919
1485	25198	313943
1486	25216	313945
1487	25233	313920
1488	25249	313895
1489	25264	313851
1490	25279	313813
1491	25294	313772
1492	25312	313769
1493	25329	313751
1494	25345	313723
1495	25364	313731
1496	25382	313726
1497	25400	313729
1498	25419	313738
1499	25437	313731
1500	25452	313685
1501	25470	313683
1502	25485	313647
1503	25503	313642
1504	25518	313603
1505	25536	313592
1506	25553	313579
1507	25570	313566
1508	25589	313570
1509	25609	313586
1510	25624	313547
1511	25643	313560
1512	25662	313562
1513	25677	313528
1514	25692	313478
1515	25708	313455
1516	25724	313422
1517	25738	313374
1518	25756	313363
1519	25773	313353
1520	25790	313334
1521	25810	313353
1522	25824	313299
1523	25842	313292
1524	25861	313301
1525	25877	313282
1526	25894	313264
1527	25911	313249
1528	25925	313193
1529	25940	313156
1530	25957	313132
1531	25974	313117
1532	25991	313101
1533	26009	313095
1534	26025	313063
1535	26041	313044
1536	26060	313046
1537	26079	313059
1538	26099	313077
1539	26116	313056
1540	26132	313024
1541	26148	312997
1542	26166	312992
1543	26179	312931
1544	26194	312898
1545	26211	312874
1546	26226	312830
1547	26242	312811
1548	26257	312770
1549	26273	312737
1550	26290	312724
1551	26309	312732
1552	26329	312753
1553	26347	312748
1554	26363	312721
1555	26380	312704
1556	26398	312699
1557	26414	312664
1558	26432	312662
1559	26450	312655
1560	26468	312651
1561	26486	312652
1562	26503	312636
1563	26521	312624
1564	26539	312618
1565	26555	312599
1566	26571	312571
1567	26590	312569
1568	26605	312535
1569	26625	312558
1570	26643	312553
1571	26661	312543
1572	26678	312531
1573	26696	312520
1574	26713	312509
1575	26730	312494
1576	26748	312482
1577	26767	312491
1578	26785	312488
1579	26802	312469
1580	26820	312460
1581	26839	312472
1582	26858	312474
1583	26877	312483
1584	26897	312508
1585	26916	312509
1586	26931	312468
1587	26948	312451
1588	26964	312427
1589	26982	312415
1590	26998	312389
1591	27017	312397
1592	27031	312351
1593	27048	312332
1594	27065	312314
1595	27078	312254
1596	27096	312240
1597	27114	312237
1598	27130	312213
1599	27148	312211
1600	27164	312184
1601	27178	312134
1602	27194	312104
1603	27211	312088
1604	27228	312064
1605	27244	312037
1606	27260	312012
1607	27276	311978
1608	27291	311940
1609	27305	311888
1610	27319	311838
1611	27337	311832
