iter	Logloss
1514	0.3791799529
1515	0.379177296
1516	0.3791758608
1517	0.3791739362
1518	0.3791715169
1519	0.3791703962
1520	0.3791687732
1521	0.3791667296
1522	0.3791644188
1523	0.379162498
1524	0.3791605095
1525	0.3791591717
1526	0.379157335
1527	0.3791555873
1528	0.379150776
1529	0.3791492289
1530	0.3791478045
1531	0.3791460404
1532	0.3791438448
1533	0.3791419753
1534	0.3791398953
1535	0.3791377619
1536	0.379135618
1537	0.3791336818
1538	0.3791319265
1539	0.3791300419
1540	0.3791278057
1541	0.3791261411
1542	0.3791241574
1543	0.3791226912
1544	0.3791209053
1545	0.3791185315
1546	0.3791158375
1547	0.3791137807
1548	0.3791115408
1549	0.3791071715
1550	0.3791055937
1551	0.3791034662
1552	0.379101167
1553	0.3790996092
1554	0.3790974473
1555	0.3790954791
1556	0.3790942309
1557	0.3790925953
1558	0.3790905246
1559	0.3790884178
1560	0.3790867848
1561	0.3790844977
1562	0.3790833305
1563	0.3790812561
1564	0.379079629
1565	0.379077197
1566	0.3790754189
1567	0.3790737989
1568	0.3790718984
1569	0.3790702822
1570	0.3790695917
1571	0.3790671461
1572	0.3790655751
1573	0.3790638667
1574	0.3790617416
1575	0.3790589782
1576	0.3790572654
1577	0.3790558263
1578	0.3790536055
1579	0.3790520646
1580	0.3790502795
1581	0.379049012
1582	0.3790474996
1583	0.3790455109
1584	0.3790440887
1585	0.3790421854
1586	0.3790396376
1587	0.3790379425
1588	0.3790361696
1589	0.3790343277
1590	0.3790330344
1591	0.379030269
1592	0.3790284032
1593	0.3790273521
1594	0.379025979
1595	0.379024669
1596	0.3790228117
1597	0.3790208924
1598	0.3790182184
1599	0.3790166447
1600	0.3790145887
1601	0.3790108769
1602	0.3790092278
1603	0.3790071742
1604	0.3790054901
1605	0.3790043785
1606	0.3790033672
1607	0.3790020034
1608	0.3790003537
1609	0.3789989365
1610	0.3789966968
1611	0.3789935748
