iter	Logloss
486	0.3827134272
487	0.3827103242
488	0.3827075569
489	0.3827038418
490	0.3826276826
491	0.3826240021
492	0.3826210711
493	0.3826175636
494	0.3826112399
495	0.3826068704
496	0.3826032876
497	0.382602993
498	0.3825964097
499	0.382592547
500	0.3825854507
501	0.3825755471
502	0.3825689232
503	0.3825658493
504	0.3825615826
505	0.3825575745
506	0.382553266
507	0.3825498504
508	0.3825423647
509	0.3825390072
510	0.3825354483
511	0.3825302491
512	0.3825238442
513	0.3825197908
514	0.3825170953
515	0.3825128349
516	0.3825082002
517	0.3825043955
518	0.3825002564
519	0.3824976433
520	0.3824871053
521	0.3824836923
522	0.3824817984
523	0.3824785238
524	0.3824759963
525	0.3824151741
526	0.3824105344
527	0.3824075768
528	0.382403984
529	0.3824011753
530	0.3823938816
531	0.3823899661
532	0.3823874699
533	0.3823839837
534	0.382372924
535	0.3823500917
536	0.3823467941
537	0.3823424919
538	0.3823328545
539	0.3823232795
540	0.3823193276
541	0.3823156334
542	0.382312855
543	0.3823082576
544	0.3823029575
545	0.3822972081
546	0.3822951478
547	0.3822895704
548	0.3822802739
549	0.3822766762
550	0.3822695048
551	0.3822666307
552	0.3822605782
553	0.3822581044
554	0.3822521817
555	0.3822469665
556	0.3822444045
557	0.3822394986
558	0.3822361082
559	0.3822320932
560	0.3822233934
561	0.38221836
562	0.3822140763
563	0.3822102323
564	0.3821471441
565	0.3821431311
566	0.3821388468
567	0.3821340387
568	0.3821305815
569	0.3821261042
570	0.3821223252
571	0.3821201111
572	0.382116383
573	0.3821124983
574	0.3821045036
575	0.3820963285
576	0.3820927736
577	0.3820872192
578	0.3820827991
579	0.3820765378
580	0.3820725177
581	0.382068552
582	0.3820630696
583	0.3820552059
584	0.3820513978
585	0.3820457291
586	0.3820265047
587	0.3820210703
588	0.382018452
589	0.3820150775
590	0.3820115237
591	0.3820073487
592	0.3820000091
593	0.3819954324
594	0.3819900138
595	0.381986614
596	0.3819826253
597	0.3819775175
598	0.3819726324
599	0.3819655393
600	0.3819627211
601	0.3819590481
602	0.3819555356
603	0.3819512752
604	0.3819480279
605	0.3819426138
606	0.3819398002
607	0.3819358112
608	0.3819324566
609	0.3819274265
610	0.3819236715
611	0.3819201517
612	0.3819154957
613	0.3819098006
614	0.3819028328
615	0.381898878
616	0.3818932654
617	0.3818893359
618	0.3818830928
619	0.381880063
620	0.3818767933
621	0.3818738282
622	0.3818701019
623	0.3818626005
624	0.3818562406
625	0.3818532246
626	0.381851016
627	0.3818315289
628	0.3818288355
629	0.381824752
630	0.381822034
631	0.3818176958
632	0.3818135588
633	0.3818091082
634	0.3818064837
635	0.3818025292
636	0.381799292
637	0.3817971903
638	0.3817944702
639	0.3817919211
640	0.3817877936
641	0.3817839952
642	0.3817797746
643	0.381775716
644	0.3817728607
645	0.3817695749
646	0.3817662137
647	0.3817627678
648	0.381760133
649	0.3817544658
650	0.3817510268
651	0.3817138591
652	0.3817089334
653	0.3817063443
654	0.3817023196
655	0.3816960277
656	0.3816913365
657	0.3816877457
658	0.381684488
659	0.3816804634
660	0.3816771399
661	0.3816731092
662	0.381667633
663	0.3816642171
664	0.3816594866
665	0.3816555479
666	0.3816506547
667	0.3816473223
668	0.381644839
669	0.3816378901
670	0.3816356415
671	0.3816328457
672	0.3816283724
673	0.3815893219
674	0.3815856392
675	0.3815826124
676	0.3815769166
677	0.3815738135
678	0.3815693096
679	0.3815670969
680	0.3815639994
681	0.3815613823
682	0.3815304354
683	0.3815253374
684	0.3815211374
685	0.3815183063
686	0.3815161746
687	0.3815141385
688	0.3815095742
689	0.3815047109
690	0.3814999464
691	0.3814974556
692	0.3814936574
693	0.3814900515
694	0.381485014
695	0.3814816998
696	0.3814787978
697	0.3814706474
698	0.3814676198
699	0.3814654614
700	0.3814595914
701	0.3814560269
702	0.3814514706
703	0.3814490667
704	0.3814449878
705	0.3814398603
706	0.3814367969
707	0.3814344731
708	0.3814306838
709	0.3814259502
710	0.3814221457
711	0.381419552
712	0.3814157911
713	0.3814126117
714	0.3814087332
715	0.3814058584
716	0.381402557
717	0.3814001428
718	0.3813979405
719	0.3813942698
720	0.3813907403
721	0.381388961
722	0.3813848411
723	0.3813818538
724	0.3813794444
725	0.3813762756
726	0.3813727145
727	0.3813382308
728	0.3813351644
729	0.3813312263
730	0.3813287086
731	0.3813251366
732	0.3813223533
733	0.3813178451
734	0.3813147756
735	0.3813110951
736	0.3813086252
737	0.3813057294
738	0.3813034992
739	0.3813012574
740	0.3812978868
741	0.3812940591
742	0.3812909295
743	0.3812876427
744	0.3812848068
745	0.381279826
746	0.3812758715
747	0.3812716259
748	0.3812671803
749	0.3812643236
750	0.3812614363
751	0.3812582065
752	0.3812552756
753	0.3812516134
754	0.3812496522
755	0.3812463909
756	0.381243585
757	0.3812395666
758	0.3812365875
759	0.3812322844
760	0.3812301944
761	0.3812268932
762	0.3812238531
763	0.3812192111
764	0.3812142768
765	0.3812119934
766	0.3812081254
767	0.381204638
768	0.3812026854
769	0.3811988358
770	0.3811960374
771	0.3811934142
772	0.3811883569
773	0.3811844729
774	0.3811816687
775	0.3811789513
776	0.3811756943
777	0.3811730893
778	0.3811711878
779	0.381169134
780	0.3811660038
781	0.3811633897
782	0.3811597487
783	0.3811555388
784	0.3811523432
785	0.3811488949
786	0.381121099
787	0.3811178109
788	0.3811155806
789	0.3811120368
790	0.3811093242
791	0.3811061942
792	0.3811043469
793	0.3811022825
794	0.3811003363
795	0.3810977061
796	0.3810935604
797	0.3810902122
798	0.3810873545
799	0.3810810535
800	0.3810766725
801	0.3810749704
802	0.3810724026
803	0.381069483
804	0.381067034
805	0.3810641222
806	0.3810620492
807	0.3810603885
808	0.3810566195
809	0.3810544572
810	0.3810514524
811	0.381045032
812	0.3810408766
813	0.38103406
814	0.3810301085
815	0.3810267846
816	0.3810246818
817	0.3810219675
818	0.3810181421
819	0.3810161071
820	0.3810139775
821	0.3810102042
822	0.3810079131
823	0.3810054887
824	0.3810028932
825	0.3810005339
826	0.3809962796
827	0.3809940321
828	0.3809916412
829	0.380989891
830	0.3809875435
831	0.380984008
832	0.3809807022
833	0.3809771812
834	0.3809745028
835	0.3809711146
836	0.3809685359
837	0.3809655773
838	0.3809638686
839	0.3809599295
840	0.3809560683
841	0.3809534755
842	0.3809465269
843	0.3809428599
844	0.3809401089
845	0.380937907
846	0.3809351203
847	0.380931909
848	0.380929071
849	0.3809260151
850	0.3809234554
851	0.3809195674
852	0.3809143699
853	0.3809115859
854	0.3809091917
855	0.3809061792
856	0.3808804287
857	0.3808784215
858	0.3808750275
859	0.3808461007
860	0.3808433786
861	0.3808412991
862	0.3808375805
863	0.3808342279
864	0.3808317218
865	0.3808293909
866	0.3808248595
867	0.3808232842
868	0.380821132
869	0.3808188848
870	0.3808163018
871	0.3807898655
872	0.3807874651
873	0.3807848603
874	0.3807811973
875	0.3807795053
876	0.3807770847
877	0.3807740191
878	0.3807725271
879	0.380770406
880	0.3807677291
881	0.3807646445
882	0.3807611213
883	0.3807552036
884	0.3807522567
885	0.3807484495
886	0.380742821
887	0.3807393418
888	0.3807365766
889	0.3807332304
890	0.3807311807
891	0.3807288346
892	0.3807266311
893	0.3807240506
894	0.3807221179
895	0.3807183605
896	0.3807148512
897	0.3807118947
898	0.380709909
899	0.3807043559
900	0.3807013183
901	0.3806986474
902	0.3806951953
903	0.3806925856
904	0.380690291
905	0.38068512
906	0.3806597339
907	0.3806386358
908	0.3806367468
909	0.3806329562
910	0.3806299921
911	0.3806282534
912	0.3806249195
913	0.3806236708
914	0.3806190396
915	0.3806169518
916	0.3806146541
917	0.3806117918
918	0.3806098332
919	0.3806075808
920	0.380604063
921	0.3806010592
922	0.3805978941
923	0.3805954545
924	0.3805923399
925	0.3805888661
926	0.3805861495
927	0.380583808
928	0.380578254
929	0.3805756405
930	0.3805734387
931	0.3805719156
932	0.3805684895
933	0.38056621
934	0.3805631499
935	0.3805618455
936	0.3805589745
937	0.3805563059
938	0.3805542159
939	0.3805500997
940	0.3805467511
941	0.3805432757
942	0.3805405552
943	0.3805383806
944	0.3805356154
945	0.3805333107
946	0.3805299967
947	0.3805286253
948	0.3805266429
949	0.3805247783
950	0.3805219298
951	0.3805195736
952	0.3805175179
953	0.3805156551
954	0.3805130115
955	0.3805103682
956	0.3805081679
957	0.3804863087
958	0.3804837907
959	0.3804780322
960	0.3804746096
961	0.3804721798
962	0.3804693
963	0.3804676914
964	0.3804625887
965	0.3804601699
966	0.380457396
967	0.3804546865
968	0.3804528167
969	0.3804493993
970	0.3804469742
971	0.3804442151
972	0.3804410252
973	0.3804387783
974	0.3804368197
975	0.3804332282
976	0.3804311317
977	0.3804286297
978	0.3804268391
979	0.3804238597
980	0.3804210964
981	0.3804191312
982	0.3804169495
983	0.3804145582
984	0.3804122794
985	0.38041006
986	0.3804078267
987	0.3804057549
988	0.3804039697
989	0.3804014051
990	0.3803998017
991	0.3803978571
992	0.3803935886
993	0.380391457
994	0.3803897763
995	0.3803879855
996	0.3803854033
997	0.3803822283
998	0.380379003
999	0.3803756832
1000	0.3803729016
1001	0.380370194
1002	0.3803673165
1003	0.3803628151
1004	0.380360335
1005	0.3803581806
1006	0.3803550718
1007	0.3803519779
1008	0.3803487961
1009	0.3803466705
1010	0.3803447282
1011	0.3803417079
1012	0.3803391934
1013	0.3803340436
1014	0.3803312216
1015	0.3803287502
1016	0.3803262734
1017	0.3803252114
1018	0.3803227108
1019	0.3803209847
1020	0.3803188181
1021	0.3803164898
1022	0.3803134859
1023	0.3803107505
1024	0.3803092631
1025	0.3803067085
1026	0.380303824
1027	0.380300795
1028	0.3802978886
1029	0.3802950014
1030	0.3802920889
1031	0.3802888997
1032	0.3802862456
1033	0.3802843518
1034	0.3802816296
1035	0.3802792446
1036	0.3802759098
1037	0.3802733218
1038	0.3802712075
1039	0.3802680214
1040	0.3802659828
1041	0.3802629121
1042	0.3802609471
1043	0.3802589767
1044	0.3802571445
1045	0.3802546095
1046	0.3802515682
1047	0.3802495604
1048	0.3802469654
1049	0.3802442155
1050	0.3802408278
1051	0.3802378061
1052	0.380235983
1053	0.3802334969
1054	0.3802291675
1055	0.3802268387
1056	0.3802247022
1057	0.3802222486
1058	0.3802194732
1059	0.3802155751
1060	0.3802136226
1061	0.380211122
1062	0.3802087045
1063	0.3802070917
1064	0.3802033259
1065	0.3802013785
1066	0.3801992667
1067	0.3801962708
1068	0.3801940404
1069	0.3801914999
1070	0.3801894243
1071	0.3801873903
1072	0.380183996
1073	0.3801785967
1074	0.3801764925
1075	0.3801740515
1076	0.3801716548
1077	0.3801694183
1078	0.3801663884
1079	0.3801643747
1080	0.3801622184
1081	0.3801602799
1082	0.3801587328
1083	0.3801553015
1084	0.3801531197
1085	0.3801501972
1086	0.3801293698
1087	0.3801283187
1088	0.3801267571
1089	0.380123374
1090	0.3801199273
1091	0.3801184962
1092	0.3801118988
1093	0.3801089378
1094	0.3801072096
1095	0.3801046921
1096	0.3801021613
1097	0.3800994204
1098	0.3800966651
1099	0.3800946668
1100	0.3800903036
1101	0.3800877251
1102	0.3800854729
1103	0.3800815242
1104	0.3800803307
1105	0.3800762848
1106	0.380073449
1107	0.3800703256
1108	0.3800672902
1109	0.3800651195
1110	0.3800630529
1111	0.3800607255
1112	0.3800593382
1113	0.3800548551
1114	0.3800536837
1115	0.3800518475
1116	0.3800501662
1117	0.3800480537
1118	0.3800459002
1119	0.3800443041
1120	0.3800425253
1121	0.3800385348
1122	0.3800366011
1123	0.380034866
1124	0.3800315215
1125	0.380029071
1126	0.3800265278
1127	0.380022581
1128	0.3800201807
1129	0.3800181579
1130	0.3800139994
1131	0.3800114837
1132	0.3800085272
1133	0.380005429
1134	0.3800034711
1135	0.3800019334
1136	0.3800005102
1137	0.3799975829
1138	0.3799956634
1139	0.3799937207
1140	0.3799899612
1141	0.379988733
1142	0.3799866439
1143	0.379984358
1144	0.3799803353
1145	0.3799778827
1146	0.3799748029
1147	0.3799729386
1148	0.3799707859
1149	0.3799685818
1150	0.3799636169
1151	0.3799614494
1152	0.3799579242
1153	0.379955687
1154	0.3799538579
1155	0.3799520649
1156	0.3799497485
1157	0.3799470725
1158	0.3799437347
1159	0.3799415696
1160	0.3799390919
1161	0.3799374664
1162	0.3799359056
1163	0.3799335801
1164	0.3799308736
1165	0.379928582
1166	0.3799257377
1167	0.3799230425
1168	0.379920831
1169	0.3799183976
1170	0.3799164008
1171	0.3799138515
1172	0.3799113357
1173	0.3799091848
1174	0.3799064784
1175	0.3799039528
1176	0.3799021144
1177	0.3799003721
1178	0.3798983689
1179	0.3798969268
1180	0.3798947599
1181	0.3798925537
1182	0.3798906038
1183	0.3798868595
1184	0.3798839202
1185	0.379881527
1186	0.3798797506
1187	0.3798774386
1188	0.3798750005
1189	0.3798728181
1190	0.3798710605
1191	0.3798686673
1192	0.379852553
1193	0.3798493637
1194	0.3798475836
1195	0.3798452069
1196	0.3798407194
1197	0.3798385867
1198	0.3798363973
1199	0.3798341115
1200	0.3798316038
1201	0.3798290141
1202	0.3798271044
1203	0.3798243498
1204	0.3798219395
1205	0.3798200947
1206	0.3798185499
1207	0.379815806
1208	0.3798127924
1209	0.379810412
1210	0.3798083068
1211	0.379805847
1212	0.3798047376
1213	0.3798026223
1214	0.3798011532
1215	0.3797994882
1216	0.3797960588
1217	0.3797809833
1218	0.3797795858
1219	0.3797772896
1220	0.3797749172
1221	0.3797736433
1222	0.37977095
1223	0.379768223
1224	0.3797654595
1225	0.3797631329
1226	0.3797604119
1227	0.379758541
1228	0.3797563007
1229	0.3797541272
1230	0.3797516199
1231	0.3797489526
1232	0.379747323
1233	0.3797454958
1234	0.3797430258
1235	0.3797405614
1236	0.3797382944
1237	0.3797355736
1238	0.3797336681
1239	0.3797318761
1240	0.3797300467
1241	0.3797285847
1242	0.3797267943
1243	0.3797243812
1244	0.3797223315
1245	0.3797198856
1246	0.3797174226
1247	0.3797152725
1248	0.379713463
1249	0.379709846
1250	0.3797075947
1251	0.3797050737
1252	0.3797027348
1253	0.3797009449
1254	0.3796995146
1255	0.3796977688
1256	0.3796962964
1257	0.3796945873
1258	0.3796920593
1259	0.3796895774
1260	0.3796875236
1261	0.3796858935
1262	0.3796841991
1263	0.3796821538
1264	0.3796807541
1265	0.3796789749
1266	0.3796770536
1267	0.3796752925
1268	0.3796736742
1269	0.3796718142
1270	0.3796698281
1271	0.3796672735
1272	0.3796652067
1273	0.3796615076
1274	0.3796595001
1275	0.3796578503
1276	0.3796558764
1277	0.3796529043
1278	0.3796516921
1279	0.3796498563
1280	0.3796478423
1281	0.3796458526
1282	0.3796445158
1283	0.3796420282
1284	0.3796397405
1285	0.3796377958
1286	0.3796356555
1287	0.3796340864
1288	0.3796308711
1289	0.3796285806
1290	0.3796256232
1291	0.379624003
1292	0.3796217551
1293	0.3796203574
1294	0.3796183845
1295	0.3796154238
1296	0.3796130351
1297	0.3796115951
1298	0.3796083619
1299	0.3796069045
1300	0.3796048
1301	0.3796023616
1302	0.3795999203
1303	0.3795972473
1304	0.3795948609
1305	0.3795931711
1306	0.3795917531
1307	0.3795897575
1308	0.3795873526
1309	0.379585342
1310	0.3795841679
1311	0.3795826502
1312	0.3795806986
1313	0.379578827
1314	0.3795764998
1315	0.3795755749
1316	0.3795735322
1317	0.3795710357
1318	0.3795692321
1319	0.3795675634
1320	0.3795651568
1321	0.3795616695
1322	0.3795598641
1323	0.3795580724
1324	0.379556292
1325	0.3795538855
1326	0.3795515734
1327	0.3795505363
1328	0.3795481928
1329	0.3795469706
1330	0.3795452374
1331	0.3795432186
1332	0.3795411603
1333	0.3795394001
1334	0.3795368449
1335	0.3795354037
1336	0.3795332993
1337	0.3795309944
1338	0.3795294462
1339	0.3795262181
1340	0.3795243534
1341	0.379521769
1342	0.3795192198
1343	0.37951772
1344	0.3795163606
1345	0.3795141546
1346	0.3795128187
1347	0.3795110725
1348	0.3795086398
1349	0.379506277
1350	0.3795045477
1351	0.3795024803
1352	0.3795006199
1353	0.3794982903
1354	0.3794970762
1355	0.3794955658
1356	0.3794937251
1357	0.3794918204
1358	0.3794900906
1359	0.3794885339
1360	0.3794864209
1361	0.379484749
1362	0.3794830209
1363	0.379480761
1364	0.3794784694
1365	0.379476922
1366	0.3794756209
1367	0.3794730744
1368	0.3794710478
1369	0.3794683508
1370	0.3794663952
1371	0.3794630158
1372	0.3794604566
1373	0.3794585039
1374	0.3794562295
1375	0.3794548514
1376	0.3794529981
1377	0.3794514918
1378	0.3794490238
1379	0.3794470413
1380	0.3794452705
1381	0.3794440271
1382	0.3794419668
1383	0.3794402982
1384	0.3794383984
1385	0.3794373818
1386	0.379433831
1387	0.3794313473
1388	0.3794300819
1389	0.379427691
1390	0.3794249162
1391	0.379422751
1392	0.3794201027
1393	0.379419212
1394	0.379417347
1395	0.3794154754
1396	0.3794140634
1397	0.3794116514
1398	0.3794095449
1399	0.379407764
1400	0.3794057949
1401	0.3794030511
1402	0.3794015776
1403	0.3793999839
1404	0.3793982513
1405	0.3793962862
1406	0.3793939772
1407	0.3793926837
1408	0.3793909162
1409	0.3793892826
1410	0.3793876317
1411	0.3793850901
1412	0.3793827865
1413	0.3793804834
1414	0.3793772741
1415	0.379375412
1416	0.379372724
1417	0.3793707317
1418	0.3793685318
1419	0.3793658859
1420	0.3793644974
1421	0.3793628873
1422	0.3793598362
1423	0.3793581537
1424	0.3793568118
1425	0.3793549869
1426	0.3793517217
1427	0.3793497588
1428	0.3793466433
1429	0.379344956
1430	0.379343779
1431	0.3793419771
1432	0.3793398721
1433	0.3793376966
1434	0.3793344899
1435	0.3793325926
1436	0.3793303652
1437	0.3793287923
1438	0.3793261127
1439	0.3793234176
1440	0.3793220687
1441	0.3793198699
1442	0.3793184787
1443	0.3793166458
1444	0.3793146422
1445	0.3793129372
1446	0.3793113529
1447	0.3793101048
1448	0.3793081274
1449	0.3793069216
1450	0.3793045331
1451	0.3793023014
1452	0.3793007094
1453	0.3792990302
1454	0.3792974027
1455	0.3792952663
1456	0.3792933486
1457	0.3792916804
1458	0.3792899928
1459	0.3792876692
1460	0.3792848359
1461	0.3792830512
1462	0.3792814879
1463	0.3792800265
1464	0.3792780787
1465	0.3792756903
1466	0.3792736661
1467	0.3792702642
1468	0.3792680788
1469	0.3792660192
1470	0.3792642566
1471	0.3792630159
1472	0.3792600782
1473	0.3792581774
1474	0.3792565263
1475	0.3792551781
1476	0.3792527548
1477	0.3792514283
1478	0.3792493726
1479	0.3792474795
1480	0.3792459306
1481	0.3792443018
1482	0.3792413792
1483	0.3792397673
1484	0.3792382062
1485	0.3792362224
1486	0.3792341278
1487	0.3792326154
1488	0.379230851
1489	0.3792279799
1490	0.3792261071
1491	0.3792248553
1492	0.3792225277
1493	0.379219683
1494	0.3792172732
1495	0.3792151234
1496	0.3792130466
1497	0.3792112171
1498	0.3792091804
1499	0.3792072125
1500	0.3792054774
1501	0.3792033805
1502	0.379201876
1503	0.3791994862
1504	0.3791971476
1505	0.3791960004
1506	0.3791936242
1507	0.379191359
1508	0.3791896607
1509	0.3791881648
1510	0.3791859424
1511	0.3791850949
1512	0.3791836254
1513	0.3791818891
